a	b	c	d	e
200|201|202|203|204|205|206|207|208	Si m aïst Diex fait il|si ferai je aseur en soiez|Atant s em part Lanceloz de laienz;|et quant il furent|I|poi esloingnié il demande a la damoisele qu il portoit|qui avoit|si le chevalier navré|Sire fait ele je le vos dirai	si maist dieu dit il aussi feray ie|Tant se part lancel ot deleans|⁊ quãt ilz furent ung peu eslongniez il deman da a la damoiselle quil emmenoit auec lui qͥ auoit ainsi naure le cheualier Sire dit la da moiselle iele uous compteray bien|Quãt il E|i|me eust prinse a forche cõme ma seur scait biẽ|si me ẽmenoit ꝑ cest chemi	que pudieredes deso dixo el cauallero sedvos bien seguro Como don lançarote ymbio consu mensaje ala donzella al Rey Artur|e ala Reyna Entonzes se partieron del cauallero|e desque fueron alongados dela torre pregunto don lançarote ala donzella|que antesi lleuaua|que quien llagara aquel cauallero señor dixo ella yo voslo dire sabed	Si mait diex fet il|si ferai iou asseur en soies vous Atant sen part lancelot|Et quant il furent|j|poi eslongies il demande à la damoisele quil auoit laiens prise|qui auoit ensi naure le cheualier|Sire fet elle iou le vous dirai	diss elli|si farò io|asicuro ne siate vois|“Altanto se ne parte Lancelotto di là entro|Quando fu un poco islungato|Lancelotto domand alla damigella|che portava chi aveva insi il cavaliere inaverato||diss ella|il vi dirò
209|210|211	Quant il m ot prise a force|si com ma suer set bien|si m anmenoit par cest chemin	⁊ ie plouroie mõlt tendremẽt|si encõtrasmes deux cheualiers de cest paps a	que quando aquel cauallero me tomo|por fuerça metiome|por aqueste camino pordo agora nosotros ymos	Quant il mot prise ensi comme ma suer le set bien|il menmenoit par chest chemin	: quand e' m ebbe presa a forza|si come mia serocchia sa bene|si mi menava per questo camino
212	et je plouroie moult durement	qui il print pitie de moy	e yo yba façiendo el mayor duelo del mundo	et iou ploroie moult durement :	e io piagnea molto duramente
213|214|215|216|217	et|tant que nos encontrasmes II|chevaliers de cest païs a cui il prist pitié de moisi qu il se pristrent a lui|et li firent les plaies|dont il gist;	si se prin¬ drent a tuy:|et lup firent les plapes dõc il gist mes il se desfendist	e nos viniendo|ansi encontramos con dos caualleros desta tierra|e ouieron demi gran duelo|e trauaxaronse demele quitar	Et|tant que nous encontrames|ij|cheualiers de cest pais a|qui il prist pitie de moi|Si se pristrent a lui|& li firent lez plaies|dont il gist	Tanto andamo|che noi incontramo due cavalieri di questo paese a cui elli prese piatà di me|e li feciono le piaghe|donde elli giace|
					si che
					si presono a llui
218|219	mais il se desfandi|si bien qu il les occist enI	si bien quil les occhit tous deux	mas el se defendio tan fuertemente quelos mato a ambos y ellos lo llagaron ansy	Mais il se desfendi|si bien quil lez ocist ambe|ij	si difende|si bene|ch elli li ucise aminduni
					e poscia mi menò a qualche pena
220	puis m anmena a quelque poinne ainsi navrez com il estoit dusque la ou vos me trovastes	puys me ẽmena iusques la ou uoꝰ me trouuastes	como yaze tan mal trecho segund|que vistes pero metiome alli donde me fallastes desque y fuimos fallose muy maltrecho dela sangre	puis menmena a|quel que paine ensi naures comme il estoit iusques la ou vous me trouuastes	insi fedito com egli era|insin qua dove vo mi trovaste
					
221	Et quant il fu descenduz il se trova	Et quant il fus uenu il se trouua	que perdiera delas muchas llagas enguisa	Et quant il fu descendus|si se troua	elli|si trovò
222	si malades qu il cuida bien illuec morir:	si mallade qͥl cuida moucir	que luego cuido ser muerto y echose	si malades quil quida bien morir	si malato|ch elli crede bene nel luogo morire
223|224	si se fist couchier a grant besoing|si ne dist	et se fist coucher ne oncq̃x|puis ne dist mot	luego enel lecho	Si se fist coulchier a grant besoing|si ne dist	si si fece coricare a gran bisogno|:|si non disse unque poscia guari motto
225|226	puis gaires mot fors tant com il parla ore a vos|quant il vit	fois tant quil par la a uous quãt il ueist	e nunca despues aca fablo tanto|como agora avos|quando vio	puis gaires mot fors ce quil parla ore a vous|quant il vit	fôrse tanto come parlò ora a voi quand e' vide
227	que vos m anmeniez	que uous me ẽmenies	que me traiades y	que vous men volies mener	che vo' me ne menavate
		si men est hiẽ aduenu dieu mercy			
228|229	Si m en est bien avenu qu il ne me fist nule chose|qui me despleust	car il ne me a fait chose qͥ me aist despleu	ansi escape|que nunca me fizo cosa conque me pesase sino|quanto me traxo	si men est moult bien auenu dieu merci|quant il ne me fist onques chose|qui me despleust	Si m è molto bene avenuto|che no mi fece unque cosa|che mi dispiacesse
230|231|232	Et quant sa suer ot ce|si est tant liee|que nule plus	Et quãt sa seur loupt|si en est mõlt iopeuse	E quando esto oyo su hermana fue tan alegre	Et quant sa suer oi ce|si fu tant lie|que nulle plus	E quando sua sirocchia udi ciò|si n è tanto lieta|che nulla più
233	Tant ont alé qu il vindrent a l entree d un boscheel	Tãt sont alles quilz uindiẽt a lentree de ung bochel		Tant ont ale quil vindrent a lentree dun bosquel	Tanto ebono andato|ch elli venero all entrata d un boschello
234|235	si troverent une maison haute close de trilleiz|et de fossez	si trou¬ uerẽt une maison cl ose de fosses		si y trouerent vne maison Thaute|qui estoit close de trelles|& de fosses	si trovarono una magione forte|e alta|chiusa di paliccio|e di fosato
				et lez	
236	Et les damoiseles descendent	Et les deux damoiselses se deschendent		ij|damoiseles descendent	; elle due damigelle discendono
237|238|239|240|241|242|243|244	et dient a Lancelot qu il descende mes il dist|que no fera|car il a trop a aler|Sire font eles|si feroiz|por desjeuner vos I|poi|car nos savons bien	et dient a lance¬ lot quil deschende pour disner|car bien scai¬ uent quil ne mẽga huy|Et il deschẽt	que mas no podia ser y|ansi fueron|hasta que llegaron avnas matas adonde hauia vna casa çerrada de buenas carcallas|e tanto	& dient a lancelot quil descende|mais il dist|que non fera|quar il a trop a aler|Sire font elles pour vous: desgeuner|j|poi|quar vous saues bien	e dicono a Lancelotto|ch elli discenda|ma e' lor dice|che non farà|ch elli à troppo ad andare|saSire|dicon elle|si farete per disinare voi un poco|ché noi sappiam bene
245	que vos ne manjastes hui		que ay llegaron las donzellas dixeron adon lanzarote	que vous ne mangastes hui	che voi non mangiaste oggi
246|247	Et il descent|et la vielle	et la ui eille aussi	que quisiese alli aluergar|mas dixo el quelo no faria|ca tenia otra parte mucho|que adouar señor Dixeron ellas pordios no yredes de aqui sin comer	& il descent|& la vielle aussi	E elli discende|e lla vecchia altresi
					Quand egli ebbono
248	Et quant il ont mangié	Et quant ilz eusrent mẽge	que oy no hauedes comido	Et quant il ont beu	e mangiato|e bevuto
249	et beu Lanceioz dist a la damoisele qu il avoit au matin encontree Damoisele ai je fait ce	et heu lancef at dist a la damoisclle ay le fait ce	entonçes deçendio don lançarote|e la donzella vieja conel	et mangie a plente lancelot dist a la damoisele quil auoit au matin encontree|Damoisele ai ie bien fet ce	Lancelotto disse alla damigella|ch elli avea al matino infcontrata
					: Damigella
					ò i' ben fatto ciò
250|251	que je vos promis|	que uous ay promis|Sire fist elle ouy dieu mer ci	e comieron|e folgaron conlas dos donzellas	que vous mauies dit Sire fait elle oil dieu merci	che voi impromissi|
					Dio mercé
252	et la vostre	et la uostre	e despues	& la vostre	e la vostra
253|254|255	— Or vos pri je|donc por vostre preu|et pour le servise	Or uous priay ie q̃ pour le ser¬ uice	que hubieron Comido dixo don lanzarote ala donzella porquien el fiziera aquello donzella vien sabedes|que yo fize todo lo|que vos prometi en vos dar avuestra hermana agora quiero	Or vous pri iou|dont feses pour le seruice	— Or vo priego dunque|diss elli|per vostro pro|e per lo mio|e per lo servigio
256	que je vos ai fait	que ie uous ay fait	que fagades lo	que iou vous ai fait	ch i' vo ho fatto
				et pour vostre preu	
			que me prometistes señor dixo ella muy degrado fare yo		
			quanto mevos mandaredes pues agora vos Ruego		
257	que vos ailliez a la cort le roi Artus	que uous alles a la court du rop artus	que vaiades ala corte del Rey artur	que vous aillies a la cort le roy artus	che voi andiate alla corte del re Artù
258|259	et dites la roine|et a touz cels	et dictes a la royne|⁊ a toꝰ ceulx q̃ uous y trouueres	e digais ami señora la Reyna y el Rey y a todos los dela corte	& dites a la royne|& a tous chiaus	e dite alla reina|e a tutti que'
260|261	que vos troverez|que bien sachent il	que biẽ sachent		que uous y troueres|que bien sachent il	che vo vi troverete|che ben sappiano elli
262|263	que Lanceloz del Lac n est|? mie morz ainz est sains	que lancelot du lac nest pas moit:	que don lançarote del lago es viuo y sano y	que lancelot del lac nest mie mors|ains es sains|& haities	che Lancelotto de Lac non è mica morto|anzi è sano
264|265	et hetiez|et que vos beustes	⁊ dictes q̃ uous beustes	que vos manda el deçir esto	et dites hardiement|que vous beustes	e atato|;|e che vo beveste
266|267	et menjastes avec I|chevalier	⁊ mẽgastes auecq̃s ung cheualier	porque entiendo	& mangastes auec|cheualier	e mangiaste con esso un cavaliere
268|269|270|271	qui avoit ersoir mengié avec lui|et geu en I|lit|— Sire fet ele je n en serai mie creue se je n an sui plus certainne	qui le soir auoit mẽge auecq̃s luy|Eire fait elle ie nen seray pas creue	que plazera a todos los dela corte señor dixo la donzella no sere creida sino lleuase algunas señales yo vos digo verdaderamente	qui auoit hier soir beu|& mangie aueques lui|& geu en|i|lit: Sire fet elle iou nen serai mie creue|se iou nen sui plus certaine	ch avea iersera bevuto|e mangiato con Lancelotto|e giaciuto in un letto|i' non sarò mica creduta s i' no ne sono più certana|— l vo dico
					diss elli
					—ire
					diss ella
272|273	— Je vos di fait il seurement qu il est sains|et haitiez	se ie nen	que el es sano y alegre	Iou vous di certainement quil est sains|& haities	sicuramente|ch egli è sano|e atato
274|275	et bien em poez aseurer ma dame la roine|— Enon Deu fait la damoisele	si ys plus cer¬ taine|Ie uous diz fait il quil est sain ethaictie ethien en poues asseurer ma dame la royne|Eu nom dieu fist la damoyselle	e vos faze dende segura ami señora la Reina puesque verdad dixo la donzella yo no puedo escapar de ser Rica dueña y poderosa	& bien en poes asseurer madame la royne|Enon dieu fait la damoisele	e ben ne potete asicurare mia dama la reina|— A nome di Dio|disse la damigella
276|277|278	dont sai je bien|que je ne|puis faillir a estre riche dame	donc ne en puige faillir|a estre riche dame	e yo se bien|que tanto	dont sai iou bien|que ie ne|puis faillir a estre riche dame	i' so ben dunque|ch i' non posso fallire a essere ricca dama
279|280|281	et puissanz|si tost com je avrai ceste nouvele contee a cort|car je ne dout pas	et pupssante|si tost cõment ie auray compte ceste nouuelle au roy|car ie ne doubte pas	que las nuebas dixere|que no puede ser	& poissant|si tost comme iou aurai ceste nouelle contee a cort Car iou ne me dout pas	e posente|si tosto com io arò questa cosa contata a corte|ch i' non mi dotto passo
282|283	que li rois ne me doinst chastel ou cité se je avant li|puis conter ceste nouvele	que le roy ne me dõne chasteau ou cite	que el Rey no me de vn buen Castillo o villa en albriçias|si dios quisiere|que yo diga estas nuebas antes	que li roys ne me doinst ou castel ou cite se iou auant le|puis conter	che l re non mi doni castello o città|s io innanzi li posso contare questa novella
284	que autres	se ieluy	que otro	que autres	che altri
285|286	Et il dist|que ce li plest moult	puis cõpter de uãt ung aultre Tant sen partlan	asi sera çierto dixo lançarote y mucho me plazera dello	& il dist|que ce li plaist moult	|che ciò li piace molto|
287|288|289	Atant s em part Lanceloz des damoiseles|et monte en son cheval;|si s an vont entre lui	de la damoyselle|⁊ sen uõt luy	entonçes se partio dellas don lanzarote y fuese consu donzella vieja y andubieron fasta la noche|que aluergaron envn monasterio de dueñas Como el Rey artur	A tant sen part lancelot dez damoiseles|& entre en son chemin|& sen Tuait entre lui	si parte Lancelotto dalla damigella|e monta in su' cavallo|si se ne va intra lui|e lla vecchia
					;
290|291	et la vielle|et errerent dusqu au soir qu il vindrent a une blanche abaie de nonains	et la uieille|et cheuauchent iusq̃s au soir qͥlz uindrẽt en une abhape de nõ nains	e la Reyna dieron en albriçias ala donzella el Castillo Porlas nuebas	& la uielle fni el|& errerent iusques au soir quil vindrent a vne blance abbaye de nonniaus:	e andarono|tanto che fu alquanto aserito|ch elli venero in una abadia di monache
292	Et la damoisele se part de sa seror	Et ladamoiselle se part de sa seur	que hauia traydo de lançarote La donzella	et la damoisele se part de sa serour	La damigella|si parte da sua sirochia
293|294	si fost comme Lanceloz s en fu alez|et chevauche vers Camaalot lie	sy tost cõment lan|sen fut alle|Ei cheuaucha uers liamalot monlt ioieuse	que don Lançarote mando yr ala corte del Rey artur se partio	si tost comme lancelos sen fu ales|si cheualcha vers camaalot lie	si tosto come Lancelotto se ne fu andato|e cavalca inverso Kamalot lieta
295|296	et joieuse|Si i vint l andemain a ore de vespres	et lendemain a heure de uespres se trouua a la court	luego desu hermano|e fuese a camalot muy alegre y con muy gran plazer y allego y	& ioieuse|si y uint lendemain a heure de uespres	e gioiosa|si venne lo ndomane ora di vespero|
297|298	et li rois n iert pas en la sale en cele ore ainz ert en I|prael	Le roy nestoit pas en la salle a celle heure|aĩs estoit en ung prael dessoulz la tour	otro dia amedio dia el Rey no hera y|ca se leuantara de gran mañana|e fuerase a un prado muy fermoso	et li roys nestoit mie en la sale a cele heure|ains estoit en|j|prael	anz'era in un pratello
299|300	qui ert desouz la tor|et o lui estoient plusor des barons	auec lup plu¬ sieurs de ses barõs	que estaua so la torre|e conel muy gran Compaña de caualleros	qui estoit desous la tour|& auec lui estoient pluisors de sez barons	ch era di sotto la torre|e con esso lui erano più di suoi baroni
